Gene_ID	BHI1	BHI2	BHI3	Serum1	Serum2	Serum3
AENJPLPP_02721	11	4	12	6	12	13
AENJPLPP_02722	5	5	3	0	5	9
AENJPLPP_02723	1095	1274	1247	2942	3615	3352
AENJPLPP_02724	8	12	7	10	10	10
AENJPLPP_02725	4	4	1	8	7	4
AENJPLPP_02726	70	43	65	38	43	53
AENJPLPP_02727	132	144	124	132	140	85
AENJPLPP_02728	1362	1395	1268	2002	2376	2225
AENJPLPP_02729	108	112	126	257	306	309
AENJPLPP_02730	99	97	76	67	59	48
AENJPLPP_02731	14	15	17	13	10	14
AENJPLPP_02732	15	28	34	18	21	7
AENJPLPP_02733	11	16	10	10	14	10
AENJPLPP_02734	85	51	68	70	80	70
AENJPLPP_02735	12	2	8	6	16	2
AENJPLPP_02736	4	2	0	2	3	8
AENJPLPP_02737	1595	1608	1569	558	698	614
AENJPLPP_02738	125	144	122	55	66	86
AENJPLPP_02739	562	375	351	363	408	311
AENJPLPP_02740	322	281	242	282	331	311
AENJPLPP_02741	584	747	505	640	800	769
AENJPLPP_02742	568	604	506	605	667	589
AENJPLPP_02743	1	0	4	1	0	0
AENJPLPP_02744	20	28	23	0	7	9
AENJPLPP_02745	5	12	0	2	11	1
AENJPLPP_02746	20	42	23	44	36	49
AENJPLPP_02747	5535	5668	4741	640	829	705
AENJPLPP_02748	1448	1084	955	161	243	207
AENJPLPP_02749	4268	4562	3947	965	1109	969
AENJPLPP_02750	1865	1950	1810	1906	2289	2094
AENJPLPP_02751	385	319	269	6282	5794	6459
AENJPLPP_02752	13	23	25	28	50	47
AENJPLPP_02753	3	0	2	6	3	2
AENJPLPP_02754	0	0	0	1	0	0
AENJPLPP_02756	35	37	34	16	1	14
AENJPLPP_02757	7	7	6	1	0	3
AENJPLPP_02758	611	734	661	320	372	286
AENJPLPP_02759	1472	1704	1500	535	522	519
AENJPLPP_02760	282	207	221	739	751	713
AENJPLPP_02761	185	195	207	445	482	473
AENJPLPP_02762	64	63	60	122	174	161
AENJPLPP_02763	281	242	168	691	710	830
AENJPLPP_02764	353	387	362	570	724	751
AENJPLPP_02765	513	631	488	657	789	774
AENJPLPP_02766	106	103	98	402	520	447
AENJPLPP_02767	856	876	781	3418	3975	3802
AENJPLPP_02768	389	306	322	1420	1417	1616
AENJPLPP_02769	321	359	277	1654	1889	1689
AENJPLPP_02770	96	108	112	264	323	344
AENJPLPP_02771	871	941	833	2781	3438	3100
AENJPLPP_02772	242	233	214	741	758	787
AENJPLPP_02773	235	236	158	255	322	321
AENJPLPP_02774	88	68	82	229	271	249
AENJPLPP_02775	623	619	566	1257	1300	1310
AENJPLPP_02776	323	431	337	1015	1214	966
AENJPLPP_02777	6	5	6	6	11	14
AENJPLPP_02778	152	153	112	270	364	325
AENJPLPP_02779	89	65	69	143	159	123
AENJPLPP_02780	3	0	2	3	0	0
AENJPLPP_02781	4	5	8	0	0	6
AENJPLPP_02782	1	1	0	0	0	2
AENJPLPP_02783	18	18	12	14	19	20
AENJPLPP_02784	60	57	68	103	122	86
AENJPLPP_02785	87	102	62	193	224	185
AENJPLPP_02786	143	128	113	284	269	292
AENJPLPP_02787	13	12	15	35	31	25
AENJPLPP_02788	255	252	206	406	454	453
AENJPLPP_02789	35	63	38	71	77	86
AENJPLPP_02790	25	55	48	73	104	62
AENJPLPP_02791	48	31	32	59	83	101
AENJPLPP_02792	213	223	193	554	567	520
AENJPLPP_02793	35	38	26	107	118	95
AENJPLPP_02794	46	52	15	118	141	128
AENJPLPP_02795	1	1	1	0	4	5
AENJPLPP_02796	297	325	307	635	875	763
AENJPLPP_02797	175	195	204	417	543	452
AENJPLPP_02798	241	198	180	403	525	469
AENJPLPP_02799	30	43	46	98	125	100
AENJPLPP_02800	832	760	764	1478	1653	1480
AENJPLPP_02801	1474	1522	1325	2424	2668	2365
AENJPLPP_02802	231	259	239	356	394	382
AENJPLPP_02803	796	641	592	1523	1552	1521
AENJPLPP_02804	44	39	29	119	130	88
AENJPLPP_02805	3	8	0	0	3	8
AENJPLPP_02806	3	3	2	3	6	9
AENJPLPP_02807	0	3	0	5	1	1
AENJPLPP_02808	2	8	10	3	3	7
AENJPLPP_02809	14	15	7	25	29	27
AENJPLPP_02810	10	3	3	12	15	19
AENJPLPP_02811	14	22	14	23	33	44
AENJPLPP_02812	27	24	21	22	10	28
AENJPLPP_02813	39	48	53	11	29	22
AENJPLPP_02814	6	0	4	4	10	2
AENJPLPP_02815	3	5	0	9	3	9
AENJPLPP_02816	1799	1988	1633	2031	2476	2355
AENJPLPP_02817	315	322	301	177	228	199
AENJPLPP_02818	1796	1539	1405	538	716	733
AENJPLPP_02819	128	164	151	73	74	66
AENJPLPP_02820	614	635	597	242	294	239
AENJPLPP_02821	1754	1928	1467	935	1111	957
AENJPLPP_02822	1005	884	714	535	640	505
AENJPLPP_02823	6330	6806	6304	11737	14421	12746
AENJPLPP_02824	21	11	17	20	14	11
AENJPLPP_02825	11	5	26	14	27	23
AENJPLPP_02826	360	440	355	225	222	185
AENJPLPP_02827	417	505	419	498	568	480
AENJPLPP_02828	67	112	85	558	759	720
AENJPLPP_02829	22	30	28	153	201	146
AENJPLPP_02830	1906	1768	1540	276	315	255
AENJPLPP_02831	123	174	120	215	235	247
AENJPLPP_02832	8816	10201	9217	149	224	262
AENJPLPP_02833	16328	17775	15663	1788	2168	2001
AENJPLPP_02834	5650	5527	5077	584	806	624
AENJPLPP_02835	362	403	444	516	712	624
AENJPLPP_02836	279	257	262	281	403	365
AENJPLPP_02837	62	106	76	56	70	65
AENJPLPP_02838	14	7	11	15	10	11
AENJPLPP_02839	5	9	19	10	6	7
AENJPLPP_02840	214	191	193	119	126	113
AENJPLPP_02841	1124	1088	1011	465	533	516
AENJPLPP_02842	598	579	599	135	178	112
AENJPLPP_02843	1016	888	875	416	545	435
AENJPLPP_02844	0	1	1	0	3	3
AENJPLPP_02845	248	235	256	119	209	167
AENJPLPP_02846	1	3	4	10	3	7
AENJPLPP_02847	1923	2169	1844	3408	3610	3319
AENJPLPP_02848	1635	1863	1542	889	1034	961
AENJPLPP_02849	2	3	8	11	9	12
AENJPLPP_02850	283	277	280	275	339	306
AENJPLPP_02851	325	396	300	555	720	588
AENJPLPP_02852	1005	999	872	1685	1814	1659
AENJPLPP_02853	2639	2829	2525	3370	3996	3642
AENJPLPP_02854	1020	1192	1016	830	956	782
AENJPLPP_02855	6	12	8	52	40	32
AENJPLPP_02856	2	5	4	2	12	3
AENJPLPP_02857	2	3	0	8	6	0
AENJPLPP_02858	18	19	18	32	45	39
AENJPLPP_02859	800	782	707	387	476	421
AENJPLPP_02860	36	54	28	53	45	42
AENJPLPP_02861	223	234	205	152	209	167
AENJPLPP_02862	871	867	744	735	1009	819
AENJPLPP_02863	258	248	256	308	398	292
AENJPLPP_02864	21	16	10	29	44	42
AENJPLPP_02865	5	4	5	4	2	7
AENJPLPP_02866	2	0	0	0	2	0
AENJPLPP_02867	2	2	0	3	2	0
AENJPLPP_02868	388	389	386	287	308	276
AENJPLPP_02869	336	330	270	202	247	198
AENJPLPP_02870	8	14	5	6	5	3
AENJPLPP_02871	1	2	1	9	4	0
AENJPLPP_02872	118	137	185	384	421	374
AENJPLPP_02873	13101	11830	10259	4159	5137	4440
AENJPLPP_02874	7	6	5	17	12	12
AENJPLPP_02875	1782	1677	1563	648	838	676
AENJPLPP_02876	3254	3011	2840	1093	1392	1277
AENJPLPP_02877	393	432	402	107	176	120
AENJPLPP_02878	720	660	748	249	277	242
AENJPLPP_02879	93	94	113	64	55	49
AENJPLPP_02880	88	70	66	51	55	52
AENJPLPP_02881	257	264	231	129	165	190
AENJPLPP_02882	173	180	193	145	218	186
AENJPLPP_02883	62	51	39	36	51	43
AENJPLPP_02884	131	111	137	107	158	150
AENJPLPP_02885	26	34	33	23	43	19
AENJPLPP_02886	24	18	15	12	15	20
AENJPLPP_02887	241	230	199	1152	1326	1560
AENJPLPP_02888	230	242	217	348	317	429
AENJPLPP_02889	42	51	42	21	28	38
AENJPLPP_02890	266	231	211	445	505	457
AENJPLPP_02891	134	104	130	256	264	270
AENJPLPP_02892	77	90	104	226	313	278
AENJPLPP_02893	114	110	109	350	318	292
AENJPLPP_02894	283	286	285	651	709	675
AENJPLPP_02895	666	670	610	1925	2246	1907
AENJPLPP_02896	439	465	449	1244	1584	1433
AENJPLPP_02897	243	231	199	590	665	623
AENJPLPP_02898	61	56	64	20	18	25
AENJPLPP_02899	13	15	2	48	51	76
AENJPLPP_02900	0	2	0	3	2	5
AENJPLPP_02901	42	32	38	14	18	8
AENJPLPP_02902	60	103	81	144	237	202
AENJPLPP_02903	71	82	59	49	58	68
AENJPLPP_02904	163	175	128	102	126	123
AENJPLPP_02905	4856	4880	4440	2910	3288	2955
AENJPLPP_02906	711	583	529	435	425	394
AENJPLPP_02907	558	588	508	471	497	463
AENJPLPP_02908	228	244	171	304	327	287
AENJPLPP_02909	364	351	310	658	726	763
AENJPLPP_02910	1001	1030	977	885	1009	863
AENJPLPP_02911	946	1016	988	615	787	618
AENJPLPP_02912	115	114	141	99	106	92
AENJPLPP_02913	817	748	686	819	812	843
AENJPLPP_02914	231	294	271	77	100	95
AENJPLPP_02915	1080	1048	998	865	973	928
AENJPLPP_02916	360	280	247	125	197	114
AENJPLPP_02917	93	126	80	76	129	110
AENJPLPP_02918	4	1	1	7	5	10
AENJPLPP_02919	801	671	698	855	910	783
AENJPLPP_02920	29	37	21	22	18	18
AENJPLPP_02921	1409	1479	1316	1496	1777	1532
AENJPLPP_02922	45	48	46	59	123	115
AENJPLPP_02923	28	28	18	77	73	67
AENJPLPP_02924	128	109	125	532	607	558
AENJPLPP_02925	100	97	71	402	487	340
AENJPLPP_02926	363	290	331	5863	6594	5544
AENJPLPP_02927	1128	1129	917	20931	23939	19964
AENJPLPP_02928	1908	1917	1593	63874	71520	62414
AENJPLPP_02929	161	192	183	95	114	122
AENJPLPP_02930	16	12	15	10	18	22
AENJPLPP_02931	31	37	26	18	39	22
AENJPLPP_02932	3	3	4	3	3	9
AENJPLPP_02933	343	328	305	286	337	304
AENJPLPP_02934	530	522	562	600	813	664
AENJPLPP_02935	603	610	512	675	791	658
AENJPLPP_02936	821	886	908	921	1130	1078
AENJPLPP_02937	269	290	284	490	613	473
AENJPLPP_02938	16	36	30	14	14	29
AENJPLPP_02939	4110	4365	3583	3943	4644	4291
AENJPLPP_02940	4533	4676	4132	5132	5792	5559
AENJPLPP_02941	3736	3958	3417	28020	30651	28941
AENJPLPP_02942	47	47	48	245	286	259
AENJPLPP_02943	90	89	73	80	66	69
AENJPLPP_02944	11	16	19	4	24	17
AENJPLPP_02945	0	1	0	1	0	1
AENJPLPP_02946	6	16	12	13	10	15
AENJPLPP_02947	31	33	26	43	49	46
AENJPLPP_02948	276	260	232	212	217	180
AENJPLPP_02949	561	536	561	667	765	700
AENJPLPP_02950	120	116	128	327	363	343
AENJPLPP_02951	30	36	25	125	126	107
AENJPLPP_02952	256	272	291	203	215	211
AENJPLPP_02953	127	117	87	122	136	137
AENJPLPP_02954	559	553	520	646	727	640
AENJPLPP_02955	2	10	14	7	5	5
AENJPLPP_02956	359	368	345	720	793	831
AENJPLPP_02957	70	84	91	360	446	432
AENJPLPP_02958	86	96	82	739	789	891
AENJPLPP_02959	132	107	108	1806	1779	2131
AENJPLPP_02960	39	30	23	829	1002	967
AENJPLPP_02961	116	152	118	1809	2027	2092
AENJPLPP_02962	147	140	142	62	77	79
AENJPLPP_02963	43	53	37	59	75	84
AENJPLPP_02964	3	1	1	5	3	9
AENJPLPP_02965	582	663	510	472	549	593
AENJPLPP_02966	137	136	160	132	201	180
AENJPLPP_02967	197	267	216	727	957	919
AENJPLPP_02968	731	675	698	2119	2755	2310
AENJPLPP_02969	4	2	8	16	9	19
AENJPLPP_02970	179	129	165	64	78	74
AENJPLPP_02971	151	107	91	43	46	55
AENJPLPP_02972	426	281	301	185	176	231
AENJPLPP_02973	154	138	149	63	85	84
AENJPLPP_02974	520	453	447	255	297	374
AENJPLPP_02975	360	331	307	121	133	153
AENJPLPP_02976	142	129	137	56	52	78
AENJPLPP_02977	22	26	37	18	10	3
AENJPLPP_02978	114	78	89	35	49	67
AENJPLPP_02979	78	69	81	26	36	45
AENJPLPP_02980	146	126	115	60	83	105
AENJPLPP_02981	109	104	84	42	50	52
AENJPLPP_02982	4604	5096	4213	1783	2319	2012
AENJPLPP_02983	109	173	126	14	28	23
AENJPLPP_02984	805	888	864	436	540	466
AENJPLPP_02985	750	816	815	262	278	284
AENJPLPP_02986	23	27	28	10	17	9
AENJPLPP_02987	414	349	335	319	393	281
AENJPLPP_02988	42	66	51	39	56	14
AENJPLPP_02989	823	721	536	605	731	654
AENJPLPP_02990	1966	1646	1424	1924	2358	2048
AENJPLPP_02991	304	328	306	120	147	118
AENJPLPP_02992	2494	3022	2232	13055	15237	14496
AENJPLPP_02993	4925	6008	5152	15755	22172	18669
AENJPLPP_02994	208	198	175	111	184	132
AENJPLPP_02995	14	11	20	9	16	20
AENJPLPP_02996	20	19	23	24	20	16
AENJPLPP_02997	111	123	90	45	55	61
AENJPLPP_02998	31	34	28	7	16	4
AENJPLPP_02999	14	10	12	17	9	15
AENJPLPP_03000	5	14	11	4	0	8
AENJPLPP_03001	394	417	395	1154	1271	1122
AENJPLPP_03002	784	680	625	622	690	601
AENJPLPP_03003	904	1121	878	810	817	747
AENJPLPP_03004	591	535	516	250	272	217
AENJPLPP_03005	10	8	11	11	8	5
AENJPLPP_03006	245	255	227	99	123	124
AENJPLPP_03007	172	145	166	43	53	60
AENJPLPP_03008	170	118	148	94	114	75
AENJPLPP_03009	0	1	1	3	1	4
AENJPLPP_03010	0	0	0	0	0	0
AENJPLPP_03011	36	16	20	7	8	13
AENJPLPP_03012	143	98	83	54	68	47
AENJPLPP_03013	1	10	6	7	5	9
AENJPLPP_03014	30	18	30	21	22	12
AENJPLPP_03015	132	123	110	57	69	73
AENJPLPP_03016	59	39	61	10	17	34
AENJPLPP_03017	91	92	77	443	445	416
AENJPLPP_03018	58	59	57	246	235	237
AENJPLPP_03019	10	24	10	42	58	60
AENJPLPP_03020	32	35	29	26	39	30
AENJPLPP_03021	40	41	33	16	21	19
AENJPLPP_03022	52	64	54	24	54	18
AENJPLPP_03023	76	71	55	27	31	34
AENJPLPP_03024	137	109	111	25	40	37
AENJPLPP_03025	66	30	36	14	8	12
AENJPLPP_03026	3	1	0	0	0	0
AENJPLPP_03027	0	0	0	0	0	0
AENJPLPP_03028	0	0	0	0	0	0
AENJPLPP_03029	2	0	2	0	0	0
AENJPLPP_03030	0	0	0	0	0	0
AENJPLPP_03031	2	0	0	0	0	0
AENJPLPP_03032	0	0	0	0	0	0
AENJPLPP_03033	0	0	0	0	0	0
AENJPLPP_03034	0	0	0	0	2	0
AENJPLPP_03035	4	4	6	2	1	2
AENJPLPP_03036	0	0	1	0	1	0
AENJPLPP_03037	0	0	0	0	0	0
AENJPLPP_03038	1	2	1	2	4	4
AENJPLPP_03039	7	9	7	3	1	2
AENJPLPP_03040	27	48	32	26	19	26
AENJPLPP_03041	172	135	135	74	71	70
AENJPLPP_03042	7	12	5	5	8	7
AENJPLPP_03043	58	53	54	89	74	74
AENJPLPP_03044	315	312	297	449	548	468
AENJPLPP_03045	308	226	231	591	620	599
AENJPLPP_03046	158	134	132	253	260	297
AENJPLPP_03047	1128	950	904	2020	2791	2286
AENJPLPP_03048	132	163	169	614	679	734
AENJPLPP_03049	162	178	152	308	355	312
AENJPLPP_03050	8411	8823	7345	18168	23728	21964
AENJPLPP_03051	99	81	87	35	18	40
AENJPLPP_03052	641	581	543	376	578	421
AENJPLPP_03053	185	190	183	158	219	169
AENJPLPP_03054	1129	1150	1032	1376	1494	1395
AENJPLPP_03055	64	41	63	79	106	96
AENJPLPP_03056	45	49	52	190	255	397
AENJPLPP_03057	685	599	523	680	803	789
AENJPLPP_03058	839	741	649	854	1025	987
AENJPLPP_03059	53614	50596	43478	246127	316356	284178
AENJPLPP_03060	11481	11589	10448	61435	71647	62074
AENJPLPP_03061	2693	2636	2299	3687	4557	3942
AENJPLPP_03062	663	593	544	1154	1524	1206
AENJPLPP_03063	745	588	564	1728	2118	1961
AENJPLPP_03064	240	201	205	351	433	365
AENJPLPP_03065	3587	3913	3224	5042	5930	5404
AENJPLPP_03066	33	47	32	57	78	82
AENJPLPP_03067	571	506	409	1055	1068	1017
AENJPLPP_03068	712	768	718	352	443	359
AENJPLPP_03069	18	41	51	14	20	19
AENJPLPP_03070	567	599	535	341	501	403
AENJPLPP_03071	1356	1339	1197	937	1077	976
AENJPLPP_03072	216	206	257	602	780	612
AENJPLPP_03073	140	96	103	214	243	204
AENJPLPP_03074	783	882	691	1393	1679	1446
AENJPLPP_03075	109	106	81	93	101	66
AENJPLPP_03076	3	1	9	6	18	7
AENJPLPP_03077	20	21	15	13	54	54
AENJPLPP_03078	1636	1701	1373	1741	2188	2078
AENJPLPP_03079	3292	3564	3339	3729	4274	3992
AENJPLPP_03080	365	314	349	161	183	136
AENJPLPP_03081	144	98	110	71	68	66
AENJPLPP_03082	4	4	4	6	6	8
AENJPLPP_03083	61	69	60	91	81	67
AENJPLPP_03084	139	105	85	164	210	186
AENJPLPP_03085	304	221	250	585	606	593
AENJPLPP_03086	170	134	128	258	257	287
AENJPLPP_03087	0	0	0	0	0	0
AENJPLPP_03088	0	2	0	0	0	0
AENJPLPP_03089	0	0	0	0	0	0
AENJPLPP_03090	0	3	0	2	0	2
AENJPLPP_03091	2	4	0	0	1	2
AENJPLPP_03092	0	0	1	0	0	0
AENJPLPP_03093	0	0	0	0	0	0
AENJPLPP_03094	0	0	0	0	0	0
AENJPLPP_03095	184	171	154	59	89	85
AENJPLPP_03096	248	264	216	80	106	107
AENJPLPP_03097	24	20	20	35	51	47
AENJPLPP_03098	44	52	29	78	130	85
AENJPLPP_03099	59	49	51	16	33	25
AENJPLPP_03100	223	146	143	51	57	56
AENJPLPP_03101	46	45	32	29	20	34
AENJPLPP_03102	14	18	10	3	5	8
AENJPLPP_03103	124	115	111	24	46	65
AENJPLPP_03104	32	32	33	5	6	10
AENJPLPP_03105	50	36	53	9	9	11
AENJPLPP_03106	213	132	147	43	42	48
AENJPLPP_03107	80	67	43	5	18	8
AENJPLPP_03108	39	35	42	12	11	20
AENJPLPP_03109	69	80	74	37	68	49
AENJPLPP_03110	1	1	6	8	28	10
AENJPLPP_03111	2	5	7	18	25	17
AENJPLPP_03112	22	19	20	14	21	21
AENJPLPP_03113	0	1	0	5	0	2
AENJPLPP_03114	3	3	7	5	6	7
AENJPLPP_03115	824	926	833	5169	5314	4514
AENJPLPP_03116	8	9	8	18	32	10
AENJPLPP_03117	20	16	18	64	53	38
AENJPLPP_03118	604	521	561	1092	1181	1084
AENJPLPP_03119	92	88	74	93	81	70
AENJPLPP_03120	1096	923	991	1122	1337	1320
AENJPLPP_03121	373	327	267	242	315	299
AENJPLPP_03122	13	16	13	7	15	19
AENJPLPP_03123	9	12	17	9	13	13
AENJPLPP_03124	1562	1674	1534	2310	2458	2116
AENJPLPP_03125	1501	1546	1444	3030	3427	3139
AENJPLPP_03126	3123	3587	2992	1349	1558	1449
AENJPLPP_03127	1	1	1	5	5	4
AENJPLPP_03128	2	7	8	26	21	24
AENJPLPP_03129	22	19	21	14	20	21
AENJPLPP_03130	0	1	0	5	0	2
AENJPLPP_03131	2	0	3	3	2	4
AENJPLPP_03132	14	20	24	69	111	99
AENJPLPP_03133	1498	1272	1238	9085	10902	9931
AENJPLPP_03134	34	42	40	180	233	145
AENJPLPP_03135	38	45	42	153	166	114
AENJPLPP_03136	187	188	157	305	504	438
AENJPLPP_03137	303	286	299	519	689	562
AENJPLPP_03138	46	49	43	120	173	131
AENJPLPP_03139	109	133	143	92	94	103
AENJPLPP_03140	16	17	31	17	33	32
AENJPLPP_03141	46	27	57	58	69	62
AENJPLPP_03142	31	58	37	28	61	62
AENJPLPP_03143	90	77	84	90	68	108
AENJPLPP_03144	33	27	39	37	45	32
AENJPLPP_03145	24	29	40	22	20	44
AENJPLPP_03146	35	29	38	34	47	40
AENJPLPP_03147	23	20	9	14	11	27
AENJPLPP_03148	23	18	32	20	40	31
AENJPLPP_03149	65	64	57	33	24	41
AENJPLPP_03150	3	3	9	6	7	5
AENJPLPP_03151	114	146	101	104	106	107
AENJPLPP_03152	70	86	71	82	75	81
AENJPLPP_03153	86	69	62	90	132	89
AENJPLPP_03154	1	2	2	3	3	3
AENJPLPP_03155	120	67	105	78	120	103
AENJPLPP_03156	794	756	741	834	873	898
AENJPLPP_03157	21	10	5	2	7	2
AENJPLPP_03158	39	36	35	21	15	11
AENJPLPP_03159	43	17	27	12	15	16
AENJPLPP_03160	49	62	36	32	50	24
AENJPLPP_03161	23	18	12	12	14	11
AENJPLPP_03162	10	24	13	15	26	33
AENJPLPP_03163	4	0	0	4	3	2
AENJPLPP_03164	107	88	88	57	61	86
AENJPLPP_03165	67	94	61	50	82	74
AENJPLPP_03166	226	192	173	252	242	221
AENJPLPP_03167	53	52	57	38	55	48
AENJPLPP_03168	33	41	19	62	83	54
AENJPLPP_03169	48	43	34	42	28	38
AENJPLPP_03170	0	0	0	0	0	0
AENJPLPP_03171	4	3	2	3	0	1
AENJPLPP_03172	14	10	13	15	8	12
AENJPLPP_03173	167	167	134	248	269	240
AENJPLPP_03174	345	529	611	509	752	574
AENJPLPP_03175	96	91	103	75	91	92
AENJPLPP_03176	597	656	588	495	585	520
AENJPLPP_03177	6	9	4	5	5	4
AENJPLPP_03178	423	591	451	336	402	356
AENJPLPP_03179	1437	1536	1206	1335	1493	1355
AENJPLPP_03180	374	338	361	245	363	306
AENJPLPP_03181	92	98	75	69	63	50
AENJPLPP_03182	9	14	11	4	3	2
AENJPLPP_03183	15	10	14	15	8	11
AENJPLPP_03184	172	164	133	248	241	237
AENJPLPP_03185	61	56	62	75	82	74
AENJPLPP_03186	95	89	103	73	87	84
AENJPLPP_03187	83	83	79	76	75	60
AENJPLPP_03188	2	6	3	5	4	4
AENJPLPP_03189	19	10	10	9	13	5
__no_feature	1970357	1998058	1891695	6740105	7217033	6706110
__ambiguous	1225400	1288368	1083893	651691	753282	691176
__too_low_aQual	0	0	0	0	0	0
__not_aligned	1425084	1105428	1098309	1590108	1471416	1616441
__alignment_not_unique	277714	278845	252269	767782	1269622	1409116
