Gene_ID	BHI1	BHI2	BHI3	Serum1	Serum2	Serum3
AENJPLPP_01079	5355	6112	5393	25476	27647	24568
AENJPLPP_01080	1175	919	966	2896	3824	3610
AENJPLPP_01081	1691	1605	1441	893	997	970
AENJPLPP_01082	17729	17338	15526	2597	3013	2611
AENJPLPP_01083	15118	17081	15299	1127	1367	1192
AENJPLPP_01084	34	41	52	9	19	10
AENJPLPP_01085	83	68	40	37	50	34
AENJPLPP_01086	38	39	43	18	12	28
AENJPLPP_01087	34	25	35	26	17	24
AENJPLPP_01088	7	14	15	8	4	9
AENJPLPP_01089	44	93	64	49	51	62
AENJPLPP_01090	72	68	70	34	48	44
AENJPLPP_01091	1066	1281	1189	7359	8692	8009
AENJPLPP_01092	1809	1613	1880	588	715	611
AENJPLPP_01093	5509	5143	5084	2094	2434	2364
AENJPLPP_01094	2778	2675	2638	3163	3307	3080
AENJPLPP_01095	1830	1600	1382	1679	1821	1818
AENJPLPP_01096	1967	2459	2084	6669	7985	7450
AENJPLPP_01097	2785	2697	2555	8546	9530	8522
AENJPLPP_01098	14729	15937	13780	33731	32597	29028
AENJPLPP_01099	6613	6282	5735	7866	8694	7999
AENJPLPP_01100	8371	7538	6814	11814	13002	11960
AENJPLPP_01101	1470	1299	1211	2720	3083	2836
AENJPLPP_01102	920	919	919	375	409	391
AENJPLPP_01103	458	408	344	171	204	176
AENJPLPP_01104	75	45	55	36	29	41
AENJPLPP_01105	343	266	247	155	138	140
AENJPLPP_01106	12	16	12	9	0	4
AENJPLPP_01107	63	93	75	48	51	33
AENJPLPP_01108	64	67	54	27	29	24
AENJPLPP_01109	56	56	77	34	28	35
AENJPLPP_01110	36	59	39	32	19	11
AENJPLPP_01111	92	96	81	58	66	60
AENJPLPP_01112	10	8	15	11	12	14
AENJPLPP_01113	32	44	22	15	18	22
AENJPLPP_01114	14	22	21	15	18	18
AENJPLPP_01115	16	36	28	54	36	45
AENJPLPP_01116	165	201	151	110	128	112
AENJPLPP_01117	998	1174	1031	596	1086	761
AENJPLPP_01118	144	128	110	320	314	376
AENJPLPP_01119	231	180	175	207	230	265
AENJPLPP_01120	248	253	215	182	203	201
AENJPLPP_01121	92	114	67	78	79	67
AENJPLPP_01122	91	80	93	76	90	91
AENJPLPP_01123	152	124	156	119	133	144
AENJPLPP_01124	13086	16971	15680	7522	9053	8017
AENJPLPP_01125	9887	9548	8431	6149	7219	6494
AENJPLPP_01126	2689	2417	2186	975	1022	976
AENJPLPP_01127	623	619	616	354	376	357
AENJPLPP_01128	582	621	444	226	303	264
AENJPLPP_01129	343	430	340	117	116	109
AENJPLPP_01130	1162	1132	1091	904	1035	977
AENJPLPP_01131	898	968	868	871	908	899
AENJPLPP_01132	580	720	617	421	472	461
AENJPLPP_01133	502	491	485	272	345	296
AENJPLPP_01134	102	104	107	39	53	51
AENJPLPP_01135	210	247	175	176	168	159
AENJPLPP_01136	34	34	31	18	36	54
AENJPLPP_01137	29	28	27	16	17	29
AENJPLPP_01138	6040	5745	5414	2177	2504	2221
AENJPLPP_01139	3055	3143	3096	897	1138	1057
AENJPLPP_01140	169	198	146	364	448	423
AENJPLPP_01141	7582	8304	7571	3870	4992	4628
AENJPLPP_01142	202	239	227	140	130	142
AENJPLPP_01143	16	20	19	30	31	38
AENJPLPP_01144	10	6	10	29	33	27
AENJPLPP_01145	122	109	108	1633	1784	2461
AENJPLPP_01146	13	13	15	780	794	968
AENJPLPP_01147	528	536	510	446	481	434
AENJPLPP_01148	1597	1498	1469	185	240	223
AENJPLPP_01149	2278	2149	1927	1615	1915	1748
AENJPLPP_01150	3214	2857	2568	1971	2453	2034
AENJPLPP_01151	203	199	158	114	70	83
AENJPLPP_01152	2823	2877	2453	1896	2153	1918
AENJPLPP_01153	88268	93342	75292	3371	3947	3636
AENJPLPP_01154	67999	63000	57687	2973	3319	2882
AENJPLPP_01155	1489	1363	1293	644	747	704
AENJPLPP_01156	45029	44984	39679	12084	14333	12908
AENJPLPP_01157	15731	15507	13972	66137	79375	74507
AENJPLPP_01158	2503	2549	2534	706	894	870
AENJPLPP_01159	11300	9474	8741	3763	4236	4520
AENJPLPP_01160	9352	10444	7556	3841	4380	3998
AENJPLPP_01161	12279	13024	11405	2797	3644	3165
AENJPLPP_01162	10761	10294	9056	1731	2126	1907
AENJPLPP_01163	901	954	954	1043	1058	854
AENJPLPP_01164	2939	3411	2974	614	809	746
AENJPLPP_01165	169	156	171	140	164	149
AENJPLPP_01166	11	19	5	8	4	11
AENJPLPP_01167	16156	16139	15134	6393	8513	7661
AENJPLPP_01194	2	0	1	1	1	0
AENJPLPP_01195	73505	80147	68984	28133	33654	31251
AENJPLPP_01196	6130	6239	5737	2875	3104	2772
AENJPLPP_01197	7006	6625	5495	1824	2237	2010
AENJPLPP_01198	65484	51391	46985	54142	60998	57631
AENJPLPP_01199	13279	12761	10727	7864	8937	8197
AENJPLPP_01200	5378	4602	4663	4079	4453	4218
AENJPLPP_01201	15799	17973	16032	14056	17200	15858
AENJPLPP_01202	7906	8242	7950	7026	7841	7402
AENJPLPP_01203	2389	2435	2005	951	889	936
AENJPLPP_01204	5358	4976	4887	1896	2271	1991
AENJPLPP_01205	21431	20880	18124	9558	10840	9976
AENJPLPP_01206	1532	1477	1368	540	588	569
AENJPLPP_01207	145888	163073	150931	36148	43183	39464
AENJPLPP_01208	8513	8575	8112	6157	7301	7209
AENJPLPP_01209	4660	3853	3471	3034	3094	3064
AENJPLPP_01210	752	740	671	272	302	330
AENJPLPP_01211	4404	4702	4140	6165	7652	6362
AENJPLPP_01212	134726	141302	128711	438827	512789	470302
AENJPLPP_01213	2399	2218	2619	1728	2370	2074
AENJPLPP_01214	11423	10883	9643	10936	12231	10936
AENJPLPP_01215	7067	6499	5836	9023	9586	9091
AENJPLPP_01216	2224	2500	2266	3301	3777	3503
AENJPLPP_01217	8041	8129	7199	11794	13084	11469
AENJPLPP_01218	37788	38514	34950	25220	28436	26569
AENJPLPP_01219	14671	14933	12839	7899	9179	8310
AENJPLPP_01220	14396	13517	12221	8208	9562	8831
AENJPLPP_01221	8716	8457	7302	4383	4981	4662
AENJPLPP_01222	4533	4186	3608	3195	3472	3175
AENJPLPP_01223	10551	9545	8832	7707	8771	8122
AENJPLPP_01224	10894	10866	8763	18747	20850	19295
AENJPLPP_01225	22011	20077	17749	32207	35651	30616
AENJPLPP_01226	1947	1754	1618	1079	1227	1095
AENJPLPP_01227	4029	3955	3384	2414	2686	2483
AENJPLPP_01228	1221	960	853	756	827	730
AENJPLPP_01229	1583	1579	1388	1174	1246	1249
AENJPLPP_01230	6233	6061	5507	12821	14097	14025
AENJPLPP_01231	1536	1209	1029	2762	3262	2916
AENJPLPP_01232	18360	18166	17643	10663	12748	10708
AENJPLPP_01233	26719	28870	25139	14226	17132	15126
AENJPLPP_01234	7627	8142	6987	3775	4427	3799
AENJPLPP_01235	1296	1178	1334	469	542	581
AENJPLPP_01236	1801	1816	1748	736	932	811
AENJPLPP_01237	3205	3716	3428	857	1038	949
AENJPLPP_01238	8649	8327	7319	6579	7444	7158
AENJPLPP_01239	10348	10486	9175	9041	10559	9844
AENJPLPP_01240	2768	3816	2961	2356	2869	2663
AENJPLPP_01241	42736	40337	38448	53074	59197	57443
AENJPLPP_01242	31382	28947	26681	26725	31677	29650
AENJPLPP_01243	6408	6277	5805	2428	2833	2587
AENJPLPP_01244	7891	9008	7785	4857	5540	5015
AENJPLPP_01245	11319	10130	9572	6882	7548	7027
AENJPLPP_01246	5550	5549	5088	3713	4659	4031
AENJPLPP_01247	3482	3345	3014	2141	2538	2251
AENJPLPP_01248	4426	4413	3719	4014	4250	4159
AENJPLPP_01249	2284	2093	1924	2489	2919	2629
AENJPLPP_01250	6598	6281	5938	10500	12676	10573
AENJPLPP_01251	170	199	182	22	17	15
AENJPLPP_01252	6626	5922	5227	2329	2477	2428
AENJPLPP_01253	7596	9985	8046	3393	3748	3588
AENJPLPP_01254	4492	5428	4711	1506	1862	1620
AENJPLPP_01255	12336	13442	11637	3426	4040	3540
AENJPLPP_01256	4646	4451	4093	1752	1838	1678
AENJPLPP_01257	35625	39150	34909	22400	25608	22675
AENJPLPP_01258	7386	7507	6570	7266	8181	7933
AENJPLPP_01259	13002	11425	9949	8627	9748	8933
AENJPLPP_01260	4202	4088	3508	2921	3634	3186
AENJPLPP_01261	3439	3493	3202	2568	2865	2643
AENJPLPP_01262	9387	9243	8460	6428	7407	6217
AENJPLPP_01263	4164	4458	3869	2287	2579	2358
AENJPLPP_01264	1156	820	779	1480	1795	1717
AENJPLPP_01265	43	41	40	2	0	2
AENJPLPP_01266	10	9	4	3	0	3
AENJPLPP_01267	1810	1721	1578	2972	3461	3324
AENJPLPP_01268	662	683	740	55	99	72
AENJPLPP_01269	524	562	491	778	878	894
AENJPLPP_01270	857	998	931	253	241	307
AENJPLPP_01271	710	831	718	140	188	179
AENJPLPP_01272	1392	1417	1296	183	195	176
AENJPLPP_01273	33561	33198	30504	9759	11043	10462
AENJPLPP_01274	989	819	858	3372	3793	3661
AENJPLPP_01275	127	129	123	106	133	103
AENJPLPP_01276	610	691	651	382	396	404
AENJPLPP_01277	2181	2427	2052	371	353	351
AENJPLPP_01278	3064	3291	2976	392	554	464
AENJPLPP_01279	19	19	28	36	44	42
AENJPLPP_01280	258	258	253	292	321	342
AENJPLPP_01281	734	732	697	709	771	827
AENJPLPP_01282	382	366	333	2317	2574	2195
AENJPLPP_01283	389	430	352	486	484	462
AENJPLPP_01284	132	132	174	183	273	250
AENJPLPP_01285	9	7	15	6	11	2
AENJPLPP_01286	1048	945	1154	260	257	222
AENJPLPP_01287	1230	1139	993	164	242	275
AENJPLPP_01288	1518	1682	1376	1672	1867	1823
AENJPLPP_01289	6539	6741	5919	1272	1246	1207
AENJPLPP_01290	1079	978	1027	662	777	730
AENJPLPP_01291	5771	5593	4933	1908	2054	1830
AENJPLPP_01292	40	39	50	71	109	86
AENJPLPP_01293	1524	1553	1361	3863	4865	4235
AENJPLPP_01294	2758	2671	2199	1758	2143	1872
AENJPLPP_01295	1299	1130	1000	841	962	899
AENJPLPP_01296	175	181	133	381	462	458
AENJPLPP_01297	666	618	561	1371	1903	1594
AENJPLPP_01298	3	3	6	2	0	0
AENJPLPP_01299	130	173	139	125	150	157
AENJPLPP_01300	6	13	12	15	26	22
AENJPLPP_01301	13	13	13	34	18	21
AENJPLPP_01302	7	8	19	19	16	24
AENJPLPP_01303	193	246	189	221	191	197
AENJPLPP_01304	12	18	9	16	15	11
AENJPLPP_01305	127	106	99	88	82	86
AENJPLPP_01306	2896	2692	2430	5135	6017	5521
AENJPLPP_01307	342	372	323	752	865	808
AENJPLPP_01308	9	9	2	14	13	17
AENJPLPP_01309	15	17	4	22	26	31
AENJPLPP_01310	8	0	7	7	20	20
AENJPLPP_01311	11	24	15	19	14	36
AENJPLPP_01312	16	5	9	3	2	4
AENJPLPP_01313	2	0	2	2	0	0
AENJPLPP_01314	62	44	42	12	30	20
AENJPLPP_01315	0	0	0	3	0	0
AENJPLPP_01316	27	41	16	25	39	25
AENJPLPP_01317	70	67	66	62	38	59
AENJPLPP_01318	31	28	35	18	20	11
AENJPLPP_01319	16	34	29	22	18	22
AENJPLPP_01320	1730	1891	1683	648	747	600
AENJPLPP_01321	1245	1315	1146	445	499	394
AENJPLPP_01322	240	271	241	69	76	74
AENJPLPP_01323	371	444	371	80	111	112
AENJPLPP_01324	170	153	111	60	77	57
AENJPLPP_01325	4552	4726	4538	1936	2265	1964
AENJPLPP_01326	177	248	192	112	150	92
AENJPLPP_01327	417	439	368	190	217	186
AENJPLPP_01328	7	14	6	26	46	24
AENJPLPP_01329	8	15	6	39	57	50
AENJPLPP_01330	0	16	4	10	14	22
AENJPLPP_01331	17	7	15	9	11	15
AENJPLPP_01332	100	131	113	65	62	52
AENJPLPP_01333	2056	1886	1693	580	615	612
AENJPLPP_01334	5	6	20	0	0	0
AENJPLPP_01335	89	84	92	149	165	170
AENJPLPP_01336	1451	1374	1274	1762	2031	1888
AENJPLPP_01337	1018	1113	890	1199	1437	1307
AENJPLPP_01338	77	86	93	85	125	127
AENJPLPP_01339	441	493	441	554	606	539
AENJPLPP_01340	63	69	50	64	70	56
AENJPLPP_01341	215	219	205	194	275	192
AENJPLPP_01342	561	542	544	561	714	614
AENJPLPP_01343	236	206	269	278	363	350
AENJPLPP_01344	87	85	86	122	131	86
AENJPLPP_01345	40	26	25	53	63	39
AENJPLPP_01346	36	39	28	38	48	40
AENJPLPP_01347	8	18	14	11	15	16
AENJPLPP_01348	355	445	366	377	494	463
AENJPLPP_01349	15	21	15	27	35	26
AENJPLPP_01350	107	99	71	147	153	126
AENJPLPP_01351	998	1056	961	1504	1636	1514
AENJPLPP_01352	601	509	494	864	1050	996
AENJPLPP_01353	122	124	119	164	276	211
AENJPLPP_01354	1	1	2	0	0	2
AENJPLPP_01355	796	856	770	995	1150	998
AENJPLPP_01356	323	325	372	663	761	616
AENJPLPP_01357	112726	119938	106617	10166	13051	11507
AENJPLPP_01358	104037	114434	115676	5563	6545	6185
AENJPLPP_01359	36081	43973	37931	29888	35756	32984
AENJPLPP_01360	2195	2159	2012	1588	1787	1774
AENJPLPP_01361	69	48	61	41	46	29
AENJPLPP_01362	299	256	210	2839	2759	2449
AENJPLPP_01363	74	63	94	20	35	22
AENJPLPP_01364	272	234	254	81	61	57
AENJPLPP_01365	108	129	128	81	75	82
AENJPLPP_01366	25	39	23	24	20	20
AENJPLPP_01367	12	20	14	10	8	8
AENJPLPP_01368	22	37	8	8	12	9
AENJPLPP_01369	20	12	13	3	5	8
AENJPLPP_01370	10	12	8	7	8	3
AENJPLPP_01371	32	32	23	12	23	30
AENJPLPP_01372	58	64	46	20	26	30
AENJPLPP_01373	2589	2842	2311	2371	2603	2392
AENJPLPP_01374	142586	132464	125087	53017	59724	55264
AENJPLPP_01375	144416	136261	128367	56730	63144	58515
AENJPLPP_01376	910	915	858	644	833	686
AENJPLPP_01377	348	297	303	232	336	248
AENJPLPP_01378	732	780	568	686	805	690
AENJPLPP_01379	3784	4181	3599	4351	5047	4417
AENJPLPP_01380	3362	3300	2626	4938	5098	4688
AENJPLPP_01381	19690	19826	17151	4394	4845	4568
AENJPLPP_01382	3677	4014	3880	2084	2476	2326
AENJPLPP_01383	1669	1533	1563	748	878	778
AENJPLPP_01384	1567	1745	1474	647	781	719
AENJPLPP_01385	13637	12917	11772	5055	5955	6899
AENJPLPP_01386	16541	14610	13872	12383	14291	16528
AENJPLPP_01387	3107	3159	2747	2065	2294	2306
AENJPLPP_01388	506	528	512	122	115	157
AENJPLPP_01389	15683	15502	14177	7102	7818	7517
AENJPLPP_01390	12739	12582	11177	4169	4490	4777
AENJPLPP_01391	8970	10862	9292	1941	2093	2077
AENJPLPP_01392	19118	20741	18326	29764	35190	33336
AENJPLPP_01393	1427	1621	1739	2081	2290	2203
AENJPLPP_01403	5711	5019	4425	3956	4323	4250
AENJPLPP_01404	2950	2616	2560	3453	3785	3429
AENJPLPP_01405	10370	9651	8978	4374	5156	4394
AENJPLPP_01406	32030	29714	27309	56501	64692	59319
AENJPLPP_01407	13482	14052	13051	6438	7469	6907
AENJPLPP_01408	23246	22085	19700	10957	13065	12454
AENJPLPP_01409	2442	2084	2097	1325	1419	1247
AENJPLPP_01410	9788	8440	8125	4045	4700	4306
AENJPLPP_01411	7792	8227	7131	2491	2925	2534
AENJPLPP_01412	3905	4115	3835	1211	1300	1157
AENJPLPP_01413	17596	18414	16644	5460	6305	5941
AENJPLPP_01414	2550	2774	2449	682	771	673
AENJPLPP_01415	6651	5507	5067	1664	1856	1641
AENJPLPP_01416	153	176	150	24	44	34
AENJPLPP_01417	12472	12383	11569	8030	9149	7997
AENJPLPP_01418	13203	13998	12485	3860	4665	3912
AENJPLPP_01419	4372	3595	3459	938	1009	885
AENJPLPP_01420	2196	2554	2882	404	606	497
AENJPLPP_01421	21191	21075	18767	13046	15378	14338
AENJPLPP_01422	10162	10960	9822	7317	8886	7834
AENJPLPP_01423	2754	2804	2754	1664	2143	1887
AENJPLPP_01424	14861	13673	13019	7623	8672	7629
AENJPLPP_01425	36935	34747	31574	18031	20416	18168
AENJPLPP_01426	82130	78543	66892	41191	56369	42238
AENJPLPP_01427	31800	29542	28869	7387	9242	8543
AENJPLPP_01428	99505	98163	84263	43432	44504	41110
AENJPLPP_01429	21638	26499	26830	6337	8417	8017
AENJPLPP_01430	33	19	17	6	4	4
AENJPLPP_01431	10507	10301	8974	8292	9028	9186
AENJPLPP_01432	5856	5858	5135	3937	7280	3959
AENJPLPP_01433	8460	8371	7473	3676	4428	3842
AENJPLPP_01434	23479	22724	20041	58392	68716	61269
AENJPLPP_01435	12529	10516	9092	4849	5403	4970
AENJPLPP_01436	21906	22228	20339	4267	4823	4596
AENJPLPP_01437	3528	4504	3638	5105	6073	5888
AENJPLPP_01438	2378	2647	2375	5579	6036	6037
AENJPLPP_01439	2200	2084	2067	1365	1790	1518
AENJPLPP_01440	1017	1398	1238	612	951	828
AENJPLPP_01441	1371	1421	1297	268	311	316
AENJPLPP_01442	29	34	18	5	6	13
AENJPLPP_01443	542	624	553	155	265	226
AENJPLPP_01444	2311	2505	2146	677	729	734
AENJPLPP_01445	1936	2226	2040	720	855	695
AENJPLPP_01446	100	118	99	102	98	89
AENJPLPP_01447	232	268	192	141	140	166
AENJPLPP_01448	31	44	37	15	17	15
AENJPLPP_01449	237	208	154	145	127	167
AENJPLPP_01450	1016	1184	929	1127	1305	1295
AENJPLPP_01451	950	1015	903	755	910	798
AENJPLPP_01452	76	109	78	47	32	41
AENJPLPP_01453	36	62	41	23	38	16
AENJPLPP_01454	94	71	64	33	33	38
AENJPLPP_01455	128	77	108	50	75	78
AENJPLPP_01456	101277	107828	96086	43915	50072	45994
AENJPLPP_01457	9889	9288	9077	5624	6819	6288
AENJPLPP_01458	3442	3228	2777	2006	2282	1934
AENJPLPP_01459	1794	1931	1873	1220	1325	1435
AENJPLPP_01460	21373	19253	17963	4166	4818	3982
AENJPLPP_01461	18702	17150	15898	6878	7999	6632
AENJPLPP_01462	9345	7161	6686	3186	3545	3193
AENJPLPP_01463	74041	66238	58975	105361	121900	127221
AENJPLPP_01464	39551	34234	31022	32797	38923	33265
AENJPLPP_01465	22649	20204	18352	16961	20922	18485
AENJPLPP_01466	15823	14610	13463	11717	14193	12374
AENJPLPP_01467	19572	19513	18711	11851	14855	13223
AENJPLPP_01468	17208	17466	16308	13686	16066	13613
AENJPLPP_01469	13517	12672	11712	15695	17312	15636
AENJPLPP_01470	122834	156532	131061	33479	44384	39387
AENJPLPP_01471	12168	13425	12069	5918	7227	6453
AENJPLPP_01472	5906	6375	5306	2547	3352	3089
AENJPLPP_01473	121838	124182	115354	20119	22835	21957
AENJPLPP_01474	128459	122345	117746	24783	28626	27397
AENJPLPP_01475	286465	269980	264910	75600	81999	79832
AENJPLPP_01476	665640	704547	624563	199108	234170	223557
AENJPLPP_01477	26950	25798	26229	4810	4436	4261
AENJPLPP_01478	142374	116555	102732	23847	29255	23977
AENJPLPP_01479	65799	74089	70756	13029	15571	14007
AENJPLPP_01480	42419	45751	41309	9132	10321	9169
AENJPLPP_01481	107580	122259	111735	19875	24298	21904
AENJPLPP_01482	62387	67327	57577	8433	10173	8774
AENJPLPP_01483	68756	63612	58349	9321	11745	10438
AENJPLPP_01484	169388	140290	152732	28255	32949	28114
AENJPLPP_01485	89400	79006	75065	13364	16149	15506
AENJPLPP_01486	34548	47066	43273	6173	7091	6132
AENJPLPP_01487	124910	141543	113219	17221	20601	18797
AENJPLPP_01488	75917	75682	71733	10209	12450	10977
AENJPLPP_01489	151538	145196	129305	21440	23180	20829
AENJPLPP_01490	81582	80639	78534	10896	13358	11942
AENJPLPP_01491	64897	66922	55307	6931	9381	8107
AENJPLPP_01492	89755	98773	93845	12716	14882	13039
AENJPLPP_01493	92283	89903	97701	14852	17187	16324
AENJPLPP_01494	98662	85918	81482	12425	14773	400831
AENJPLPP_01495	134653	132799	117117	23111	21626	22054
AENJPLPP_01496	31358	33675	29618	4163	5334	4567
AENJPLPP_01497	121578	104685	103328	13665	16371	13773
AENJPLPP_01498	320033	309624	278226	38927	44224	40112
AENJPLPP_01499	100572	101348	90564	10284	12016	11858
AENJPLPP_01500	54653	46938	44895	6873	7563	7036
AENJPLPP_01501	80995	85066	66567	10236	11959	10609
AENJPLPP_01502	66981	72265	64121	10854	13166	11813
AENJPLPP_01503	74046	68112	63816	9255	12251	10405
AENJPLPP_01504	198945	164032	167542	28347	33528	30803
AENJPLPP_01505	214398	203296	180202	35719	38422	37579
AENJPLPP_01506	5757	5251	4669	5458	6002	5655
AENJPLPP_01507	7243	6840	6134	6935	7590	6943
AENJPLPP_01508	2982	2968	2720	3268	3864	3478
AENJPLPP_01509	2431	2421	1967	1043	1157	1059
AENJPLPP_01510	2649	2380	2141	1232	1544	1413
AENJPLPP_01511	412	365	381	230	354	307
AENJPLPP_01512	350	334	261	349	340	314
AENJPLPP_01513	8	14	14	13	15	25
AENJPLPP_01514	148	130	156	1265	1515	1366
AENJPLPP_01515	77	101	83	2576	3169	2841
AENJPLPP_01516	167	161	107	33	34	30
AENJPLPP_01517	115	120	128	67	72	56
AENJPLPP_01518	7857	8068	7015	8641	9718	8791
AENJPLPP_01519	11901	13832	13570	7685	8310	7835
AENJPLPP_01520	5497	5729	5369	4424	5555	4923
AENJPLPP_01521	79446	86749	71246	64199	75091	68287
AENJPLPP_01522	14807	14381	12856	10977	13480	11408
AENJPLPP_01523	22923	22251	19285	13109	14344	13216
AENJPLPP_01524	19073	17146	18875	6352	7170	6272
AENJPLPP_01525	17	13	5	7	0	6
AENJPLPP_01526	5509	4581	4402	12025	13000	12423
AENJPLPP_01527	7554	6813	6237	12398	13778	13254
AENJPLPP_01528	3706	3547	3426	6062	7516	6923
AENJPLPP_01529	3799	3834	3430	5367	6354	6619
AENJPLPP_01530	25311	24873	23157	922446	779387	473046
AENJPLPP_01531	5811	6221	5396	3346	3818	3514
AENJPLPP_01532	31512	31509	28537	28971	31791	215648
AENJPLPP_01533	4868	4589	4023	2696	3407	3098
AENJPLPP_01534	9743	8860	8393	6009	7298	6650
AENJPLPP_01535	14155	13638	12120	10263	11801	10335
AENJPLPP_01536	1070	1162	1224	3190	4283	3770
AENJPLPP_01537	164	146	135	8261	9956	9481
AENJPLPP_01538	389	343	259	17634	18686	52920
AENJPLPP_01539	282	329	213	10792	11592	12120
AENJPLPP_01540	673	680	531	32505	37387	40151
AENJPLPP_01541	34	52	37	7	13	14
AENJPLPP_01542	55	59	56	45	34	47
AENJPLPP_01543	145	180	148	33	41	43
AENJPLPP_01544	215	182	144	201	196	188
AENJPLPP_01545	4976	5971	5065	8995	11896	8916
AENJPLPP_01546	3460	3250	3104	6960	7911	7298
AENJPLPP_01547	6	7	13	8	7	9
AENJPLPP_01548	80	89	75	18	25	28
AENJPLPP_01549	144	123	118	61	68	70
AENJPLPP_01550	13	22	5	3	2	4
AENJPLPP_01551	33773	32130	30789	5074	6339	6035
AENJPLPP_01552	758	665	610	359	417	468
AENJPLPP_01553	1178	1309	1151	410	588	574
AENJPLPP_01554	3524	3585	3241	2141	2335	2230
AENJPLPP_01555	278	335	308	213	225	224
AENJPLPP_01556	4495	4001	3741	2046	2267	2193
AENJPLPP_01557	1771	1850	1894	1393	1800	1630
AENJPLPP_01558	1055	1121	878	48607	63288	55096
AENJPLPP_01559	81688	92990	91761	15485	17588	16710
AENJPLPP_01560	2333	2594	2380	523	639	548
AENJPLPP_01561	3877	3448	3202	1155	1150	1089
AENJPLPP_01562	4081	4183	3741	2107	2289	2261
AENJPLPP_01563	3121	2907	2769	1073	1202	1145
AENJPLPP_01564	1443	1478	1340	618	715	649
AENJPLPP_01565	16260	16600	14225	6835	8198	7373
AENJPLPP_01566	13869	12740	11077	7151	8245	7740
AENJPLPP_01567	5241	5044	4046	2246	2573	2550
AENJPLPP_01568	4990	6016	5348	762	754	770
AENJPLPP_01569	2591	2573	2387	1183	1517	1270
AENJPLPP_01570	2575	2738	2344	5241	6009	5405
AENJPLPP_01571	5770	6684	6136	3620	4265	3885
AENJPLPP_01572	12173	11176	10140	7440	8095	7477
AENJPLPP_01573	4324	4097	3723	2929	2928	2784
AENJPLPP_01574	9943	9959	9249	7737	8130	7952
AENJPLPP_01575	10772	11519	8424	23598	25960	27247
AENJPLPP_01576	19	24	25	75	122	61
AENJPLPP_01577	4557	4971	4641	22742	26634	24645
AENJPLPP_01578	201	182	199	144	192	202
AENJPLPP_01579	2135	2297	2434	3028	4464	3556
AENJPLPP_01580	9257	9365	8748	11100	11700	10755
AENJPLPP_01581	14774	14523	13363	15657	17249	16487
AENJPLPP_01582	3379	3212	3129	4563	5284	4883
AENJPLPP_01583	1702	1681	1772	1313	1319	1344
AENJPLPP_01584	2031	2075	1807	1076	1098	1136
AENJPLPP_01585	3782	3653	3281	3413	3713	3336
AENJPLPP_01586	3342	3351	3156	4116	4523	4342
AENJPLPP_01587	2999	3033	3009	744	980	880
AENJPLPP_01588	57547	54734	38075	17406	22326	21947
AENJPLPP_01589	43542	43475	39500	44678	48837	45418
AENJPLPP_01590	169	161	178	130	158	175
AENJPLPP_01591	14747	14618	13077	13015	15228	14033
AENJPLPP_01592	2013	1964	1750	1724	1891	1748
AENJPLPP_01593	5974	5893	5617	9258	11338	10545
AENJPLPP_01594	1805	1783	1634	4838	5322	5067
AENJPLPP_01595	4804	4411	3942	16964	19164	17926
AENJPLPP_01596	4203	4794	4144	4204	4707	4189
AENJPLPP_01597	1784	1978	1738	1784	2001	1806
AENJPLPP_01598	10922	11282	11081	3427	3735	3343
AENJPLPP_01599	17	7	11	0	1	0
AENJPLPP_01600	2	11	2	4	4	6
AENJPLPP_01601	12	20	12	5	9	2
AENJPLPP_01602	1305	1094	1036	515	492	454
AENJPLPP_01603	1633	1793	1560	830	1035	988
AENJPLPP_01604	2679	2895	2588	1207	1332	1192
AENJPLPP_01605	1242	1195	1186	433	467	538
AENJPLPP_01606	1030	1012	806	2866	3142	2861
AENJPLPP_01607	57	61	50	150	180	158
AENJPLPP_01608	14506	14265	12689	4827	6040	5372
AENJPLPP_01609	10214	10820	9196	3759	4341	3648
AENJPLPP_01610	54742	56454	52285	11984	13783	13049
AENJPLPP_01611	920	951	843	908	1074	1095
AENJPLPP_01612	5455	5843	5212	6645	7537	7085
AENJPLPP_01613	1258	1418	1349	1580	1952	1786
AENJPLPP_01614	238	319	290	771	976	862
AENJPLPP_01615	1740	1695	1436	6263	6852	5955
AENJPLPP_01616	15912	15921	13746	11113	13169	12281
AENJPLPP_01617	11202	10043	9136	2725	3246	2969
AENJPLPP_01618	923	1099	988	1278	1749	1344
AENJPLPP_01619	1507	1640	1621	2692	2822	2572
AENJPLPP_01620	69	66	72	34	35	43
AENJPLPP_01621	76	82	78	44	43	53
AENJPLPP_01622	279	269	222	280	384	379
AENJPLPP_01623	942	1023	826	1339	1489	1422
AENJPLPP_01624	301	281	245	568	558	516
AENJPLPP_01625	1413	1494	1334	2549	2974	2719
AENJPLPP_01626	25171	26152	23253	11126	12690	11283
AENJPLPP_01627	452	500	465	452	469	434
AENJPLPP_01628	7619	7892	6849	7031	7627	7603
AENJPLPP_01629	16375	15556	13340	26435	28936	28736
AENJPLPP_01630	3711	3786	3666	662	889	667
AENJPLPP_01631	26109	27602	23434	18033	18556	18244
AENJPLPP_01632	65	42	45	70	57	54
AENJPLPP_01633	6464	6563	5700	168263	194865	202852
AENJPLPP_01634	59	50	78	84	133	73
AENJPLPP_01635	2390	4198	2658	1652	2774	2527
AENJPLPP_01636	165	184	149	201	187	194
AENJPLPP_01637	80	80	82	34	64	60
